"GoId","Aspect"
"GO:1903597","P"
"GO:2000170","P"
"GO:0004489","F"
"GO:0033274","P"
"GO:0035999","P"
"GO:0046655","P"
"GO:0070829","P"
"GO:0005427","F"
"GO:0015333","F"
"GO:0071916","F"
"GO:1990961","P"
"GO:0008511","F"
"GO:0030007","P"
"GO:0034465","P"
"GO:0045794","P"
"GO:0060072","F"
"GO:0001518","C"
"GO:0071439","C"
"GO:0004771","F"
"GO:0047374","F"
"GO:0051791","P"
"GO:0080030","F"
"GO:0090122","P"
"GO:0004806","F"
"GO:0003360","P"
"GO:0014894","P"
"GO:0017134","F"
"GO:0060373","P"
"GO:0086047","P"
"GO:0086060","F"
"GO:0086061","F"
"GO:0086062","F"
"GO:0086063","F"
"GO:0003420","P"
"GO:0003958","F"
"GO:0004128","F"
"GO:0008941","F"
"GO:0032332","P"
"GO:0043602","P"
"GO:0045880","P"
"GO:0046210","P"
"GO:0047726","F"
"GO:0071372","P"
"GO:0090031","P"
"GO:0010181","F"
"GO:0005391","F"
"GO:0005890","C"
"GO:0030955","F"
"GO:0031402","F"
"GO:1903416","P"
"GO:0006349","P"
"GO:0034236","F"
"GO:0034237","F"
"GO:0014883","P"
"GO:0031014","F"
"GO:0005513","P"
"GO:0007223","P"
"GO:0010801","P"
"GO:0010856","F"
"GO:0019855","F"
"GO:0022400","P"
"GO:0031432","F"
"GO:0031997","F"
"GO:0032516","P"
"GO:0043539","F"
"GO:0051343","P"
"GO:0060315","P"
"GO:0060316","P"
"GO:0075206","P"
"GO:0004117","F"
"GO:0048101","F"
"GO:0046069","P"
"GO:0004958","F"
"GO:0071799","P"
"GO:0120061","P"
"GO:0004957","F"
"GO:0060455","P"
"GO:0001758","F"
"GO:0004745","F"
"GO:0016488","P"
"GO:0035410","F"
"GO:0036130","F"
"GO:0036131","F"
"GO:0045550","F"
"GO:0045703","F"
"GO:0047017","F"
"GO:0047020","F"
"GO:0047035","F"
"GO:0047045","F"
"GO:0052650","F"
"GO:1900053","P"
"GO:2000224","P"
"GO:2000353","P"
"GO:0003910","F"
"GO:0004298","F"
"GO:0031145","P"
"GO:0031146","P"
"GO:1902036","P"
"GO:0010499","P"
"GO:0014826","P"
"GO:0031702","F"
"GO:0060406","P"
"GO:0005260","F"
"GO:0006904","P"
"GO:0019869","F"
"GO:0106138","F"
"GO:1902161","P"
"GO:1902943","P"
"GO:0030321","P"
"GO:0045795","P"
"GO:0070634","P"
"GO:0040040","P"
"GO:0001618","F"
"GO:0001626","F"
"GO:1904058","P"
"GO:1904059","P"
"GO:0070373","P"
"GO:0004464","F"
"GO:0005219","F"
"GO:0014701","C"
"GO:0014802","C"
"GO:0030314","C"
"GO:0048763","F"
"GO:1990425","C"
"GO:0004118","F"
"GO:0030553","F"
"GO:0010754","P"
"GO:0042301","F"
"GO:0032045","C"
"GO:0055118","P"
"GO:0004677","F"
"GO:0005958","C"
"GO:0033153","P"
"GO:0035234","P"
"GO:2000773","P"
"GO:2001034","P"
"GO:0016303","F"
"GO:0033031","P"
"GO:0042629","C"
"GO:0046934","F"
"GO:0052812","F"
"GO:0036092","P"
"GO:0035005","F"
"GO:0005943","C"
"GO:0038028","P"
"GO:0043560","F"
"GO:0044029","P"
"GO:2000270","P"
"GO:2000653","P"
"GO:0040016","P"
"GO:0050882","P"
"GO:0002331","P"
"GO:0007094","P"
"GO:0007143","P"
"GO:0045141","P"
"GO:0071044","P"
"GO:0097694","P"
"GO:0097695","P"
"GO:1904262","P"
"GO:1904884","P"
"GO:1905843","P"
"GO:0010839","P"
"GO:0010980","P"
"GO:0038186","F"
"GO:0045618","P"
"GO:0060058","P"
"GO:1902098","F"
"GO:1902121","F"
"GO:0008403","F"
"GO:0030342","F"
"GO:0042369","P"
"GO:0009954","P"
"GO:1902118","F"
"GO:0001596","F"
"GO:0002034","P"
"GO:0004945","F"
"GO:0010744","P"
"GO:0010873","P"
"GO:0033864","P"
"GO:0034374","P"
"GO:0086097","P"
"GO:1903589","P"
"GO:0004799","F"
"GO:0005542","F"
"GO:0006231","P"
"GO:0006235","P"
"GO:0019088","P"
"GO:1990825","F"
"GO:0006210","P"
"GO:0006212","P"
"GO:0006214","P"
"GO:0017113","F"
"GO:0019483","P"
"GO:0051539","F"
"GO:0002058","F"
"GO:0001955","P"
"GO:0001957","P"
"GO:0060325","P"
"GO:0051549","P"
"GO:2001268","P"
"GO:0004301","F"
"GO:0004463","F"
"GO:0004947","F"
"GO:0072719","P"
"GO:0098705","P"
"GO:0006878","P"
"GO:1902311","P"
"GO:0001878","P"
"GO:0002149","P"
"GO:0097013","C"
"GO:1990268","P"
"GO:0010273","P"
"GO:0036016","P"
"GO:0004784","F"
"GO:0045541","P"
"GO:0060052","P"
"GO:0060088","P"
"GO:0097332","P"
"GO:1902177","P"
"GO:0003955","F"
"GO:0016532","F"
"GO:0031069","P"
"GO:0032767","F"
"GO:0034760","P"
"GO:0043682","F"
"GO:0045793","P"
"GO:0048251","P"
"GO:0051542","P"
"GO:0060003","P"
"GO:0071279","P"
"GO:1903136","F"
"GO:1904754","P"
"GO:0015680","P"
"GO:0004362","F"
"GO:0003169","P"
"GO:0005161","F"
"GO:0030949","P"
"GO:0031077","P"
"GO:0038033","P"
"GO:0038091","P"
"GO:0038190","P"
"GO:0042056","F"
"GO:0043129","P"
"GO:0043183","F"
"GO:0043184","F"
"GO:0048842","P"
"GO:0050930","P"
"GO:0060319","P"
"GO:0060948","P"
"GO:0060982","P"
"GO:0071679","P"
"GO:0090190","P"
"GO:0097475","P"
"GO:0097533","P"
"GO:1901727","P"
"GO:1902336","P"
"GO:1903141","P"
"GO:1903572","P"
"GO:2000048","P"
"GO:0060754","P"
"GO:0006182","P"
"GO:0007168","P"
"GO:0008613","F"
"GO:0001947","P"
"GO:0003104","P"
"GO:0003294","P"
"GO:0005916","C"
"GO:0005922","C"
"GO:0010232","P"
"GO:0010652","P"
"GO:0015867","P"
"GO:0055077","F"
"GO:0060044","P"
"GO:0060156","P"
"GO:0071253","F"
"GO:0071374","P"
"GO:0086075","F"
"GO:1905867","P"
"GO:2000987","P"
"GO:0002102","C"
"GO:0007157","P"
"GO:0022614","P"
"GO:0060945","P"
"GO:0071065","C"
"GO:0140039","P"
"GO:0002523","P"
"GO:0033691","F"
"GO:0043274","F"
"GO:0070492","F"
"GO:0001922","P"
"GO:0002248","P"
"GO:0021502","P"
"GO:0032364","P"
"GO:0042541","P"
"GO:0042789","P"
"GO:0045648","P"
"GO:0061030","P"
"GO:0061072","P"
"GO:0070101","P"
"GO:0097411","P"
"GO:2001054","P"
"GO:0004063","F"
"GO:0034366","C"
"GO:0102007","F"
"GO:1902617","P"
"GO:0034445","P"
"GO:0014732","P"
"GO:0032819","P"
"GO:0032825","P"
"GO:0035723","P"
"GO:0045062","P"
"GO:0048535","P"
"GO:0120163","P"
"GO:1904100","P"
"GO:0005134","F"
"GO:0031851","F"
"GO:0042104","P"
"GO:0046013","P"
"GO:0048304","P"
"GO:0051024","P"
"GO:0035578","C"
"GO:0010667","P"
"GO:1905564","P"
"GO:2000352","P"
"GO:0050910","P"
"GO:0002755","P"
"GO:0035197","F"
"GO:0036020","C"
"GO:0045078","P"
"GO:0045322","F"
"GO:0045359","P"
"GO:0051770","P"
"GO:0010164","P"
"GO:0031073","F"
"GO:0047749","F"
"GO:0031210","F"
"GO:0004630","F"
"GO:0035579","C"
"GO:0006646","P"
"GO:0008292","P"
"GO:0004103","F"
"GO:0004102","F"
"GO:0005307","F"
"GO:0004507","F"
"GO:0047783","F"
"GO:0003918","F"
"GO:0006265","P"
"GO:0008301","F"
"GO:0009330","C"
"GO:0019035","C"
"GO:0030263","P"
"GO:0045870","P"
"GO:1905463","P"
"GO:0000712","P"
"GO:0003095","P"
"GO:0018685","F"
"GO:0036101","P"
"GO:0050051","F"
"GO:0006307","P"
"GO:0045007","P"
"GO:0001869","P"
"GO:0019959","F"
"GO:0043120","F"
"GO:0008198","F"
"GO:0008199","F"
"GO:0015091","F"
"GO:0031232","C"
"GO:0034986","F"
"GO:1990459","F"
"GO:1990712","C"
"GO:0006651","P"
"GO:0032311","C"
"GO:0043220","C"
"GO:0047655","F"
"GO:0032463","P"
"GO:0050847","P"
"GO:0051902","P"
"GO:0070700","F"
"GO:0086098","P"
"GO:0043152","P"
"GO:0006559","P"
"GO:0004167","F"
"GO:0031666","P"
"GO:0033033","P"
"GO:0043518","P"
"GO:0050178","F"
"GO:0061078","P"
"GO:0090238","P"
"GO:0010642","P"
"GO:0030948","P"
"GO:1903543","P"
"GO:0005579","C"
"GO:0006957","P"
"GO:0006193","P"
"GO:0035870","F"
"GO:0006148","P"
"GO:0006738","P"
"GO:0034418","P"
"GO:0004137","F"
"GO:0004748","F"
"GO:0005971","C"
"GO:0070317","P"
"GO:0003887","F"
"GO:0005658","C"
"GO:0006269","P"
"GO:1904161","P"
"GO:1902975","P"
"GO:0003688","F"
"GO:0019103","F"
"GO:0042766","P"
"GO:0032000","P"
"GO:0045722","P"
"GO:0051525","F"
"GO:0061052","P"
"GO:0070166","P"
"GO:0072366","P"
"GO:0072369","P"
"GO:1902894","P"
"GO:0001093","F"
"GO:0001547","P"
"GO:0030284","F"
"GO:0034056","F"
"GO:0035327","C"
"GO:0060068","P"
"GO:0060523","P"
"GO:0060527","P"
"GO:0060750","P"
"GO:0097550","C"
"GO:0001621","F"
"GO:0006930","P"
"GO:0021808","P"
"GO:0033626","P"
"GO:0033630","P"
"GO:0035589","P"
"GO:0043552","P"
"GO:1900029","P"
"GO:1904141","P"
"GO:0070165","P"
"GO:0070553","F"
"GO:0005640","C"
"GO:0003924","F"
"GO:0005525","F"
"GO:0042288","F"
"GO:0097711","P"
"GO:0032782","P"
"GO:0061092","P"
"GO:1901557","P"
"GO:1903413","P"
"GO:0000287","F"
"GO:0031528","C"
"GO:0050786","F"
"GO:0033353","P"
"GO:0005905","C"
"GO:0006824","P"
"GO:0003139","P"
"GO:1905167","P"
"GO:0032435","P"
"GO:0019061","P"
"GO:0019064","P"
"GO:0019068","P"
"GO:0046790","F"
"GO:0051082","F"
"GO:0075713","P"
"GO:0042026","P"
"GO:0005757","C"
"GO:1902445","P"
"GO:0016446","P"
"GO:0015862","P"
"GO:0008253","F"
"GO:0046086","P"
"GO:0006196","P"
"GO:0004616","F"
"GO:0009051","P"
"GO:0046177","P"
"GO:0001228","F"
"GO:0097211","P"
"GO:0004968","F"
"GO:0031727","F"
"GO:0035684","P"
"GO:1904783","P"
"GO:2000427","P"
"GO:2000502","P"
"GO:0008009","F"
"GO:0001542","P"
"GO:0038001","P"
"GO:0005178","F"
"GO:0038128","P"
"GO:0042169","F"
"GO:0046875","F"
"GO:0051895","P"
"GO:0000400","F"
"GO:0000405","F"
"GO:0002322","P"
"GO:0002333","P"
"GO:0003785","F"
"GO:0004515","F"
"GO:0017124","F"
"GO:0030035","P"
"GO:0030145","F"
"GO:0032489","P"
"GO:0033690","P"
"GO:0038191","F"
"GO:0051015","F"
"GO:0090135","P"
"GO:1900042","P"
"GO:1900275","P"
"GO:1902715","P"
"GO:1904531","P"
"GO:1905555","P"
"GO:1990051","P"
"GO:2000096","P"
"GO:2000251","P"
"GO:0097100","F"
"GO:0010730","P"
"GO:0099092","C"
"GO:1905664","P"
"GO:0005154","F"
"GO:0002318","P"
"GO:0005020","F"
"GO:0008354","P"
"GO:0035855","P"
"GO:0038162","P"
"GO:0048170","P"
"GO:0097324","P"
"GO:0097326","P"
"GO:0120072","P"
"GO:1904343","P"
"GO:1904349","P"
"GO:0035441","P"
"GO:0035793","P"
"GO:0038085","F"
"GO:0048407","F"
"GO:0036342","P"
"GO:1901491","P"
"GO:1903348","P"
"GO:0035259","F"
"GO:0038111","P"
"GO:0038113","P"
"GO:0060397","P"
"GO:0071226","P"
"GO:0032765","P"
"GO:0071376","P"
"GO:0010989","P"
"GO:0042997","P"
"GO:0005758","C"
"GO:0034988","F"
"GO:0023026","F"
"GO:0061635","P"
"GO:0061740","P"
"GO:0061741","P"
"GO:0072318","P"
"GO:0098575","C"
"GO:0101031","C"
"GO:1904764","P"
"GO:0099524","C"
"GO:0099523","C"
"GO:1990832","P"
"GO:1990833","F"
"GO:0061738","P"
"GO:0034136","P"
"GO:0034144","P"
"GO:1902961","P"
"GO:2000670","P"
"GO:0004709","F"
"GO:0071223","P"
"GO:0099179","P"
"GO:2001184","P"
"GO:0006189","P"
"GO:0071421","P"
"GO:0044308","C"
"GO:0002125","P"
"GO:0031894","F"
"GO:0042631","P"
"GO:0005000","F"
"GO:0035811","P"
"GO:0016607","C"
"GO:0019834","F"
"GO:0097350","P"
"GO:2000483","P"
"GO:1900138","P"
"GO:0002227","P"
"GO:0004517","F"
"GO:0034617","F"
"GO:0034618","F"
"GO:0021854","P"
"GO:0043130","F"
"GO:0005814","C"
"GO:0016175","F"
"GO:0030670","C"
"GO:0042535","P"
"GO:0043020","C"
"GO:1904044","P"
"GO:1904845","P"
"GO:0003106","P"
"GO:0014895","P"
"GO:0034137","P"
"GO:0070257","P"
"GO:0032010","C"
"GO:0016176","F"
"GO:0100001","P"
"GO:0036148","P"
"GO:0036149","P"
"GO:0047498","F"
"GO:0050682","F"
"GO:0016036","P"
"GO:0016206","F"
"GO:0045963","P"
"GO:0050668","P"
"GO:0102084","F"
"GO:0102938","F"
"GO:0048019","F"
"GO:0000993","F"
"GO:0043697","P"
"GO:0045494","P"
"GO:0071931","P"
"GO:0090282","P"
"GO:1902459","P"
"GO:2000035","P"
"GO:2000737","P"
"GO:0032039","C"
"GO:0001162","F"
"GO:0017162","F"
"GO:0030375","F"
"GO:1904017","P"
"GO:1904346","P"
"GO:0015132","F"
"GO:0070885","P"
"GO:0043878","F"
"GO:0004500","F"
"GO:0031418","F"
"GO:0034466","C"
"GO:0042309","P"
"GO:0042421","P"
"GO:0042584","C"
"GO:0006589","P"
"GO:0001227","F"
"GO:0034983","P"
"GO:0009450","P"
"GO:0043415","P"
"GO:0070539","F"
"GO:0002931","P"
"GO:0014042","P"
"GO:0021747","P"
"GO:0032848","P"
"GO:0033689","P"
"GO:0043375","P"
"GO:0043497","P"
"GO:0045636","P"
"GO:0046671","P"
"GO:0048743","P"
"GO:0051434","F"
"GO:1902166","P"
"GO:0002162","F"
"GO:0031115","P"
"GO:0043203","C"
"GO:0097441","C"
"GO:1902737","C"
"GO:0035198","F"
"GO:0005275","F"
"GO:0043190","C"
"GO:0042376","P"
"GO:0019640","P"
"GO:0047939","F"
"GO:0047941","F"
"GO:0042840","P"
"GO:0019853","P"
"GO:0003180","P"
"GO:0014740","P"
"GO:0014806","P"
"GO:0046870","F"
"GO:0051612","P"
"GO:0140196","P"
"GO:0015990","P"
"GO:0001042","F"
"GO:0031428","C"
"GO:0001650","C"
"GO:0005811","C"
"GO:0035965","P"
"GO:0008116","F"
"GO:0035360","P"
"GO:0005006","F"
"GO:0010750","P"
"GO:0033590","P"
"GO:0043006","P"
"GO:0070435","C"
"GO:0097489","C"
"GO:1900020","P"
"GO:1902722","P"
"GO:0048408","F"
"GO:0010040","P"
"GO:0071275","P"
"GO:1902425","P"
"GO:1902902","P"
"GO:1905672","P"
"GO:0032258","P"
"GO:0034271","C"
"GO:0034272","C"
"GO:0099641","P"
"GO:1901588","C"
"GO:1990535","P"
"GO:0032713","P"
"GO:0045295","F"
"GO:0070742","F"
"GO:1902262","P"
"GO:0021861","P"
"GO:0021943","P"
"GO:0022852","F"
"GO:0004024","F"
"GO:0035276","F"
"GO:0010430","P"
"GO:0008046","F"
"GO:0001030","F"
"GO:0001031","F"
"GO:0001156","F"
"GO:0002296","P"
"GO:0006207","P"
"GO:0014736","P"
"GO:0031931","C"
"GO:0043610","P"
"GO:0061051","P"
"GO:1903691","P"
"GO:1904056","P"
"GO:1904193","P"
"GO:1904197","P"
"GO:1904206","P"
"GO:1904213","P"
"GO:0016605","C"
"GO:0005509","F"
"GO:0060992","P"
"GO:0001533","C"
"GO:0018149","P"
"GO:0001921","P"
"GO:0032804","P"
"GO:0035749","C"
"GO:0044147","P"
"GO:0044354","C"
"GO:0044548","F"
"GO:0052362","P"
"GO:1905581","P"
"GO:1905597","P"
"GO:1905599","P"
"GO:1905602","P"
"GO:1990667","C"
"GO:0044794","P"
"GO:0044730","F"
"GO:0001786","F"
"GO:0072563","C"
"GO:1902721","P"
"GO:0061575","F"
"GO:0004925","F"
"GO:0038161","P"
"GO:0042978","F"
"GO:0002017","P"
"GO:0003845","F"
"GO:2000266","P"
"GO:0007598","P"
"GO:0003725","F"
"GO:0004998","F"
"GO:0018401","P"
"GO:0051344","P"
"GO:0005833","C"
"GO:0022627","C"
"GO:0031838","C"
"GO:0031720","F"
"GO:0005344","F"
"GO:0004322","F"
"GO:0006880","P"
"GO:0008043","C"
"GO:0044754","C"
"GO:0009650","P"
"GO:0017108","F"
"GO:0045876","P"
"GO:0032074","P"
"GO:0045008","P"
"GO:0140078","F"
"GO:0052654","F"
"GO:0052655","F"
"GO:0052656","F"
"GO:0009099","P"
"GO:0009098","P"
"GO:0004550","F"
"GO:0008035","F"
"GO:0034186","F"
"GO:0034188","F"
"GO:0038027","P"
"GO:0043691","P"
"GO:0055091","P"
"GO:0060155","P"
"GO:0071397","P"
"GO:0090108","P"
"GO:0090556","F"
"GO:0120020","F"
"GO:0031307","C"
"GO:0005133","F"
"GO:0032700","P"
"GO:0032747","P"
"GO:0032834","P"
"GO:0033141","P"
"GO:0045348","P"
"GO:0050725","P"
"GO:0060550","P"
"GO:0060552","P"
"GO:1902948","P"
"GO:1904440","P"
"GO:1904798","P"
"GO:2000309","P"
"GO:0004964","F"
"GO:0035472","F"
"GO:0038106","F"
"GO:0042700","P"
"GO:0071373","P"
"GO:0031697","F"
"GO:0033130","F"
"GO:0097109","F"
"GO:1902283","P"
"GO:0016222","C"
"GO:0004656","F"
"GO:0016327","C"
"GO:0015057","F"
"GO:0010820","P"
"GO:0090026","P"
"GO:0060075","P"
"GO:0005011","F"
"GO:0045217","P"
"GO:0061518","P"
"GO:1990682","C"
"GO:0023019","P"
"GO:0038062","F"
"GO:0038063","P"
"GO:0004462","F"
"GO:0042645","C"
"GO:0003917","F"
"GO:0031298","C"
"GO:0005068","F"
"GO:0043125","F"
"GO:0043559","F"
"GO:0046935","F"
"GO:0004383","F"
"GO:0016941","F"
"GO:0008398","F"
"GO:0033488","P"
"GO:0007217","P"
"GO:0004146","F"
"GO:0006729","P"
"GO:0046452","P"
"GO:0051870","F"
"GO:0033088","P"
"GO:0033116","C"
"GO:0042605","F"
"GO:1990668","P"
"GO:0033540","P"
"GO:0089709","P"
"GO:0007257","P"
"GO:0044691","P"
"GO:0051466","P"
"GO:0071812","P"
"GO:0071848","P"
"GO:2001206","P"
"GO:0030513","P"
"GO:0070051","F"
"GO:1903142","P"
"GO:0016342","C"
"GO:0005923","C"
"GO:0016339","P"
"GO:0090073","P"
"GO:0015190","F"
"GO:0015196","F"
"GO:1904556","P"
"GO:1990184","C"
"GO:0006296","P"
"GO:0042769","P"
"GO:0046855","P"
"GO:0002039","F"
"GO:0030877","C"
"GO:0071109","P"
"GO:1904886","P"
"GO:1990909","C"
"GO:0015485","F"
"GO:0015143","F"
"GO:0015747","P"
"GO:0004949","F"
"GO:0038171","P"
"GO:0051001","P"
"GO:0006183","P"
"GO:1902741","P"
"GO:0006127","P"
"GO:0009331","C"
"GO:0046168","P"
"GO:0004367","F"
"GO:0001875","F"
"GO:0032497","P"
"GO:0034128","P"
"GO:0035662","F"
"GO:0046696","C"
"GO:0015350","F"
"GO:0051958","P"
"GO:0004643","F"
"GO:0003937","F"
"GO:0008518","F"
"GO:0061626","P"
"GO:0005096","F"
"GO:0004511","F"
"GO:0006585","P"
"GO:0018963","P"
"GO:0035900","P"
"GO:0042418","P"
"GO:0061436","P"
"GO:0035505","P"
"GO:0045086","P"
"GO:0060355","P"
"GO:0070164","P"
"GO:0071639","P"
"GO:2000556","P"
"GO:0008635","P"
"GO:0006123","P"
"GO:0003051","P"
"GO:0046813","P"
"GO:1903598","P"
"GO:0004974","F"
"GO:0061737","P"
"GO:0004966","F"
"GO:0042632","P"
"GO:0005124","F"
"GO:0002430","P"
"GO:0043335","P"
"GO:0045040","P"
"GO:1902949","P"
"GO:0004315","F"
"GO:0008431","F"
"GO:0007042","P"
"GO:0016290","F"
"GO:0005324","F"
"GO:0071285","P"
"GO:2000667","P"
"GO:0070538","F"
"GO:0140214","P"
"GO:2001245","P"
"GO:0005989","P"
"GO:0010764","P"
"GO:0014843","P"
"GO:2000546","P"
"GO:0017147","F"
"GO:1902174","P"
"GO:0031841","F"
"GO:0022417","P"
"GO:0034713","F"
"GO:0060347","P"
"GO:0140009","P"
"GO:0110024","P"
"GO:1903984","P"
"GO:0036091","P"
"GO:1990037","C"
"GO:0004351","F"
"GO:0006540","P"
"GO:0009449","P"
"GO:0019442","P"
"GO:0045329","P"
"GO:0070905","F"
"GO:0004069","F"
"GO:0004609","F"
"GO:0006114","P"
"GO:0006533","P"
"GO:0019550","P"
"GO:0019551","P"
"GO:0047801","F"
"GO:0006532","P"
"GO:0034214","P"
"GO:0014053","P"
"GO:0032144","C"
"GO:0032145","F"
"GO:0034386","F"
"GO:0047298","F"
"GO:0090331","P"
"GO:0097151","P"
"GO:1904450","P"
"GO:0008117","F"
"GO:0006572","P"
"GO:0046512","P"
"GO:0031247","P"
"GO:0033668","P"
"GO:0042270","P"
"GO:0032133","C"
"GO:0004074","F"
"GO:0030023","F"
"GO:0071953","C"
"GO:0001851","F"
"GO:0034688","C"
"GO:0043315","P"
"GO:2000363","P"
"GO:0070413","P"
"GO:0036328","F"
"GO:0090141","P"
"GO:0097443","C"
"GO:1904881","P"
"GO:2001214","P"
"GO:0005007","F"
"GO:0021847","P"
"GO:0035607","P"
"GO:0042474","P"
"GO:0048378","P"
"GO:0060484","P"
"GO:0060665","P"
"GO:0090080","P"
"GO:0090272","P"
"GO:1903465","P"
"GO:2000830","P"
"GO:0007158","P"
"GO:2001241","P"
"GO:0036323","P"
"GO:0036326","F"
"GO:0036327","F"
"GO:0036332","F"
"GO:0006489","P"
"GO:0005353","F"
"GO:0033300","F"
"GO:0055056","F"
"GO:0070837","P"
"GO:0005577","C"
"GO:0072377","P"
"GO:0030297","F"
"GO:0090370","P"
"GO:1900127","P"
"GO:1902966","P"
"GO:0046952","P"
"GO:0004796","F"
"GO:0033489","P"
"GO:0033490","P"
"GO:0047750","F"
"GO:0000247","F"
"GO:0007077","P"
"GO:0035403","F"
"GO:0035408","P"
"GO:0035866","C"
"GO:0050861","P"
"GO:0004699","F"
"GO:0035669","P"
"GO:2001031","P"
"GO:0004698","F"
"GO:0031584","P"
"GO:0035748","C"
"GO:0045179","C"
"GO:0098696","P"
"GO:2000553","P"
"GO:2000664","P"
"GO:2001181","P"
"GO:0005114","F"
"GO:0009817","P"
"GO:0010862","P"
"GO:0010936","P"
"GO:0014008","P"
"GO:0031536","P"
"GO:0034714","F"
"GO:0043011","P"
"GO:0043932","P"
"GO:0048298","P"
"GO:0060364","P"
"GO:0060391","P"
"GO:0060744","P"
"GO:0060762","P"
"GO:1900126","P"
"GO:1901203","P"
"GO:1901666","P"
"GO:1903911","P"
"GO:1905313","P"
"GO:1990402","P"
"GO:0031648","P"
"GO:0032703","P"
"GO:0050860","P"
"GO:0031805","F"
"GO:1903135","F"
"GO:0043008","F"
"GO:0005521","F"
"GO:0004668","F"
"GO:0016990","F"
"GO:0019546","P"
"GO:0036413","P"
"GO:0003149","P"
"GO:0032808","P"
"GO:0035602","P"
"GO:0035603","P"
"GO:0035604","P"
"GO:0060174","P"
"GO:0060449","P"
"GO:0060463","P"
"GO:0060501","P"
"GO:0060529","P"
"GO:0060595","P"
"GO:0060615","P"
"GO:0060667","P"
"GO:0060915","P"
"GO:0060916","P"
"GO:1901223","P"
"GO:0071556","C"
"GO:0000715","P"
"GO:0000717","P"
"GO:0003950","F"
"GO:0006293","P"
"GO:0006294","P"
"GO:0006295","P"
"GO:0010990","P"
"GO:0018312","P"
"GO:0018424","P"
"GO:0030592","P"
"GO:0070212","P"
"GO:0070213","P"
"GO:0070911","P"
"GO:0140294","F"
"GO:1903518","P"
"GO:1904762","P"
"GO:1905168","P"
"GO:1990404","F"
"GO:1990966","P"
"GO:0009744","P"
"GO:0014054","P"
"GO:0051939","P"
"GO:0005332","F"
"GO:1903896","P"
"GO:0031092","C"
"GO:0003756","F"
"GO:0031527","C"
"GO:0034683","C"
"GO:0035867","C"
"GO:0035868","C"
"GO:0045715","P"
"GO:0071062","C"
"GO:0019960","F"
"GO:0038132","F"
"GO:0004833","F"
"GO:0000932","C"
"GO:0044218","C"
"GO:0051919","P"
"GO:0052213","P"
"GO:1904854","F"
"GO:1990405","F"
"GO:0061624","P"
"GO:0018479","F"
"GO:0004028","F"
"GO:0048807","P"
"GO:0060157","P"
"GO:2001037","P"
"GO:0000050","P"
"GO:0004053","F"
"GO:0042832","P"
"GO:0051597","P"
"GO:0070965","P"
"GO:2000552","P"
"GO:0019547","P"
"GO:0000578","P"
"GO:0001702","P"
"GO:0001840","P"
"GO:0003266","P"
"GO:0003340","P"
"GO:0007398","P"
"GO:0007403","P"
"GO:0009948","P"
"GO:0009950","P"
"GO:0010909","P"
"GO:0021819","P"
"GO:0022009","P"
"GO:0030997","P"
"GO:0033234","P"
"GO:0034750","C"
"GO:0036023","P"
"GO:0044334","P"
"GO:0044336","P"
"GO:0045294","F"
"GO:0045669","P"
